species,taxon,am_mapped,mob,trp,len,wcol
agonomalus proboscidalis,fish,TRUE,mob,ter,med,ben
agononida analoga,crustacea_arthropods,TRUE,mig,sec,vsm,ben
agononida eminens,crustacea_arthropods,TRUE,mig,sec,vsm,ben
agononida incerta,crustacea_arthropods,TRUE,mig,sec,vsm,ben
agononida longipes,crustacea_arthropods,TRUE,mig,sec,vsm,ben
agononida longispinata,crustacea_arthropods,TRUE,mig,sec,vsm,ben
agononida marini,crustacea_arthropods,TRUE,mig,sec,vsm,ben
agononida nielbrucei,crustacea_arthropods,TRUE,mig,sec,vsm,ben
agononida normani,crustacea_arthropods,TRUE,mig,sec,vsm,ben
agononida procera,crustacea_arthropods,TRUE,mig,sec,vsm,ben
agononida schroederi,crustacea_arthropods,TRUE,mig,sec,vsm,ben
agononida squamosa,crustacea_arthropods,TRUE,mig,sec,vsm,ben
agononida variabilis,crustacea_arthropods,TRUE,mig,sec,vsm,ben
agonopsis chiloensis,fish,TRUE,mob,ter,sm,ben
agonopsis sterletus,fish,TRUE,mob,ter,sm,ben
agonopsis vulsa,fish,TRUE,mob,ter,med,ben
agonus cataphractus,fish,TRUE,mob,ter,med,ben
agriopoma morrhuanum,molluscs,TRUE,sed,sec,vsm,ben
agrostichthys parkeri,fish,TRUE,mob,ter,huge,pel
ahlia egmontis,fish,TRUE,mig,apex,ml,rf
ahliesaurus berryi,fish,TRUE,mob,sec,med,pel
ahliesaurus brevis,fish,TRUE,mob,sec,med,pel
aidablennius sphynx,fish,TRUE,sed,sec,sm,ben
ailinzebina elegantissima,molluscs,TRUE,sed,ter,tiny,ben
aioliops novaeguineae,fish,TRUE,mob,ter,vsm,rf
aiolochroia crassa,sponges,TRUE,ses,pri,sm,ben
aipysurus apraefrontalis,reptiles,FALSE,mob,apex,vlg,ben
aipysurus duboisii,reptiles,TRUE,mob,apex,vlg,rf
aipysurus eydouxi,reptiles,TRUE,mob,apex,vlg,ben
aipysurus foliosquama,reptiles,FALSE,mob,apex,vlg,ben
aipysurus fuscus,reptiles,FALSE,mob,apex,vlg,ben
aipysurus laevis,reptiles,TRUE,mob,apex,vlg,rf
aipysurus mosaicus,reptiles,FALSE,mob,apex,vlg,bp
aipysurus tenuis,reptiles,FALSE,mob,apex,vlg,ben
akanthophoreus gracilis,crustacea_arthropods,TRUE,mob,ter,tiny,pel
akarotaxis nudiceps,fish,TRUE,mob,ter,sm,ben
alaba incerta,molluscs,TRUE,sed,sec,tiny,rf
alabes dorsalis,fish,TRUE,mob,sec,sm,ben
alabes hoesei,fish,TRUE,mob,sec,vsm,ben
alabes occidentalis,fish,TRUE,mob,sec,vsm,ben
alabes parvula,fish,TRUE,mob,ter,vsm,ben
alainodaeus nuku,crustacea_arthropods,TRUE,mig,ter,vsm,ben
alainodaeus rimatara,crustacea_arthropods,TRUE,mig,ter,vsm,ben
alanbeuella corrugata,molluscs,TRUE,sed,ter,sm,ben
albatrossia pectoralis,fish,TRUE,mob,ter,huge,ben
albula argentea,fish,TRUE,mig,ter,lg,ben
albula esuncula,fish,FALSE,mob,ter,med,rf
albula glossodonta,fish,FALSE,mob,ter,lg,rf
albula koreana,fish,FALSE,mob,ter,ml,pel
albula nemoptera,fish,FALSE,mob,ter,ml,ben
albula oligolepis,fish,TRUE,mob,ter,ml,rf
albula virgata,fish,FALSE,mob,ter,med,rf
albula vulpes,fish,TRUE,mob,ter,lg,rf
albunea bulla,crustacea_arthropods,TRUE,mig,ter,tiny,ben
albunea catherinae,crustacea_arthropods,TRUE,mig,ter,tiny,ben
albunea gibbesii,crustacea_arthropods,TRUE,mig,ter,tiny,ben
albunea marquisiana,crustacea_arthropods,TRUE,mig,ter,tiny,ben
albunea microps,crustacea_arthropods,TRUE,mig,ter,tiny,ben
albunea paretii,crustacea_arthropods,TRUE,mig,ter,tiny,ben
albunea speciosa,crustacea_arthropods,TRUE,mig,ter,tiny,ben
alca torda,seabirds,FALSE,mig,apex,ml,bp
alcichthys elongatus,fish,TRUE,mob,ter,ml,ben
alcithoe aillaudorum,molluscs,TRUE,sed,ter,sm,ben
alcockpenaeopsis hungerfordii,crustacea_arthropods,TRUE,mig,sec,vsm,ben
alcyonium acaule,corals,TRUE,ses,sec,vsm,ben
alcyonium coralloides,corals,TRUE,ses,sec,vsm,ben
alcyonium haddoni,corals,TRUE,ses,sec,vsm,ben
alcyonium palmatum,corals,TRUE,ses,sec,vsm,ben
aldisa zetlandica,molluscs,TRUE,mob,ter,vsm,ben
aldrichetta forsteri,fish,TRUE,mob,sec,ml,ben
aldrovandia affinis,fish,TRUE,mob,ter,lg,bp
aldrovandia gracilis,fish,TRUE,mob,ter,lg,pel
aldrovandia oleosa,fish,TRUE,mig,ter,lg,pel
aldrovandia phalacra,fish,TRUE,mob,ter,ml,bp
alectis alexandrina,fish,TRUE,mob,ter,lg,pel
alectis ciliaris,fish,TRUE,mob,ter,vlg,rf
alectis indica,fish,TRUE,mob,apex,vlg,rf
alectrias alectrolophus,fish,TRUE,mob,ter,sm,ben
alectrias benjamini,fish,TRUE,mob,ter,sm,ben
alepes apercna,fish,TRUE,mob,ter,med,ben
alepes djedaba,fish,TRUE,mob,ter,med,rf
alepes kleinii,fish,TRUE,mob,ter,med,rf
alepes melanoptera,fish,TRUE,mob,ter,med,pel
alepes vari,fish,TRUE,mob,ter,lg,pel
alepisaurus brevirostris,fish,TRUE,mob,ter,vlg,pel
alepisaurus ferox,fish,TRUE,mob,apex,lg,pel
alepocephalus agassizii,fish,TRUE,mob,ter,lg,ben
alepocephalus australis,fish,TRUE,mob,ter,lg,ben
alepocephalus bairdii,fish,TRUE,mob,ter,lg,ben
alepocephalus bicolor,fish,TRUE,mig,ter,med,ben
alepocephalus longiceps,fish,TRUE,mob,ter,med,ben
alepocephalus longirostris,fish,TRUE,mob,ter,ml,ben
alepocephalus productus,fish,TRUE,mob,ter,ml,ben
alepocephalus rostratus,fish,TRUE,mob,ter,ml,ben
alepocephalus tenebrosus,fish,TRUE,mob,ter,lg,ben
alertichthys blacki,fish,TRUE,mob,ter,ml,ben
alia carinata,molluscs,TRUE,ses,ter,tiny,ben
aliaporcellana pygmaea,crustacea_arthropods,TRUE,mig,ter,tiny,ben
aliaporcellana suluensis,crustacea_arthropods,TRUE,mig,ter,tiny,ben
aliculastrum cylindricum,molluscs,TRUE,ses,ter,tiny,ben
aliger gallus,molluscs,TRUE,mob,sec,med,ben
aliger gigas,molluscs,TRUE,sed,sec,sm,ben
alima orientalis,crustacea_arthropods,TRUE,mob,ter,vsm,ben
alionematichthys crassiceps,fish,TRUE,sed,sec,vsm,rf
alionematichthys minyomma,fish,TRUE,sed,ter,sm,rf
alionematichthys piger,fish,TRUE,sed,ter,sm,rf
alionematichthys plicatosurculus,fish,TRUE,sed,ter,sm,rf
alionematichthys riukiuensis,fish,TRUE,sed,ter,sm,rf
alionematichthys winterbottomi,fish,TRUE,sed,ter,sm,rf
alipta crenistria,molluscs,TRUE,sed,ter,tiny,ben
alitta succinea,polychaetes,TRUE,mob,sec,vsm,ben
allactaea lithostrota,crustacea_arthropods,TRUE,mig,ter,vsm,ben
alle alle,seabirds,FALSE,mig,ter,med,bp
allenbatrachus grunniens,fish,TRUE,mob,ter,ml,ben
allenbatrachus reticulatus,fish,TRUE,mob,ter,sm,ben
alloblennius anuchalis,fish,FALSE,sed,sec,vsm,ben
alloblennius frondiculus,fish,FALSE,sed,sec,vsm,ben
alloblennius jugularis,fish,FALSE,sed,sec,vsm,ben
alloblennius parvus,fish,TRUE,sed,sec,vsm,ben
alloblennius pictus,fish,TRUE,sed,sec,vsm,ben
allocareproctus jordani,fish,TRUE,mob,ter,ml,ben
allocareproctus tanix,fish,TRUE,mob,ter,sm,ben
allocareproctus unangas,fish,TRUE,mob,ter,sm,ben
alloclinus holderi,fish,FALSE,mob,ter,sm,ben
allocyttus folletti,fish,TRUE,mob,ter,ml,ben
allocyttus guineensis,fish,TRUE,mob,ter,med,pel
allocyttus niger,fish,TRUE,mig,ter,ml,pel
allocyttus verrucosus,fish,TRUE,mob,apex,ml,pel
alloeocomatella pectinifera,echinoderms,TRUE,sed,ter,vsm,ben
allogalathea elegans,crustacea_arthropods,TRUE,mig,sec,tiny,ben
allomycterus pilatus,fish,TRUE,mob,ter,ml,ben
allosergestes pestafer,crustacea_arthropods,TRUE,mig,ter,tiny,pel
allosergestes sargassi,crustacea_arthropods,TRUE,mig,ter,tiny,pel
allosmerus elongatus,fish,TRUE,mob,ter,med,ben
allostichaster polyplax,echinoderms,TRUE,mob,ter,vsm,ben
allothunnus fallai,fish,TRUE,mig,ter,vlg,pel
alopias pelagicus,elasmobranchs,TRUE,mig,apex,huge,pel
alopias superciliosus,elasmobranchs,TRUE,mig,apex,huge,pel
alopias vulpinus,elasmobranchs,TRUE,mig,apex,huge,pel
alosa aestivalis,fish,TRUE,mig,ter,ml,pel
alosa alabamae,fish,FALSE,mig,sec,lg,pel
alosa algeriensis,fish,FALSE,mig,ter,ml,pel
alosa alosa,fish,TRUE,mig,ter,lg,pel
alosa chrysochloris,fish,TRUE,mig,ter,ml,pel
alosa fallax,fish,TRUE,mig,ter,ml,pel
alosa immaculata,fish,TRUE,mig,ter,ml,pel
alosa mediocris,fish,TRUE,mig,apex,ml,pel
alosa pseudoharengus,fish,TRUE,mig,ter,med,pel
alosa sapidissima,fish,TRUE,mig,ter,lg,pel
alox ornatum,crustacea_arthropods,TRUE,mig,sec,vsm,ben
alpheopsis aequalis,crustacea_arthropods,TRUE,mig,sec,vsm,ben
alpheopsis labis,crustacea_arthropods,TRUE,mig,sec,vsm,ben
alpheopsis trispinosa,crustacea_arthropods,TRUE,mig,sec,vsm,ben
alphestes afer,fish,TRUE,mob,apex,med,rf
alphestes immaculatus,fish,TRUE,mob,ter,ml,ben
alphestes multiguttatus,fish,FALSE,mob,ter,med,ben
alpheus acutocarinatus,crustacea_arthropods,TRUE,mob,sec,tiny,ben
alpheus acutofemoratus,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus alcyone,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus amblyonyx,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus angulosus,crustacea_arthropods,TRUE,mob,sec,tiny,ben
alpheus armatus,crustacea_arthropods,TRUE,mob,sec,tiny,pel
alpheus armillatus,crustacea_arthropods,TRUE,mob,sec,tiny,bp
alpheus bahamensis,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus bellimanus,crustacea_arthropods,TRUE,mob,sec,tiny,ben
alpheus bicostatus,crustacea_arthropods,TRUE,mob,sec,tiny,ben
alpheus bidens,crustacea_arthropods,TRUE,mig,sec,vsm,ben
alpheus bisincisus,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus bouvieri,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus brevipes,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus bucephalus,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus canaliculatus,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus chiragricus,crustacea_arthropods,TRUE,mig,sec,tiny,rf
alpheus clamator,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus clypeatus,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus collumianus,crustacea_arthropods,TRUE,mob,sec,tiny,rf
alpheus compressus,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus cristulifrons,crustacea_arthropods,TRUE,mig,sec,vsm,rf
alpheus crockeri,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus cylindricus,crustacea_arthropods,TRUE,mig,sec,tiny,rf
alpheus diadema,crustacea_arthropods,TRUE,mig,sec,tiny,rf
alpheus djeddensis,crustacea_arthropods,TRUE,mig,sec,tiny,rf
alpheus dolerus,crustacea_arthropods,TRUE,mig,sec,tiny,rf
alpheus edamensis,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus edwardsii,crustacea_arthropods,TRUE,mig,sec,tiny,rf
alpheus ehlersii,crustacea_arthropods,TRUE,mig,sec,tiny,rf
alpheus estuariensis,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus eulimene,crustacea_arthropods,TRUE,mig,sec,vsm,ben
alpheus facetus,crustacea_arthropods,TRUE,mob,sec,tiny,rf
alpheus felgenhaueri,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus floridanus,crustacea_arthropods,TRUE,mob,sec,tiny,ben
alpheus foresti,crustacea_arthropods,TRUE,mig,sec,vsm,ben
alpheus formosus,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus frontalis,crustacea_arthropods,TRUE,mig,pri,tiny,rf
alpheus galapagensis,crustacea_arthropods,TRUE,mig,sec,tiny,rf
alpheus gracilipes,crustacea_arthropods,TRUE,mig,sec,tiny,rf
alpheus gracilis,crustacea_arthropods,TRUE,mob,sec,tiny,rf
alpheus hailstonei,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus hebes,crustacea_arthropods,TRUE,mob,sec,tiny,rf
alpheus heterochaelis,crustacea_arthropods,TRUE,mig,ter,tiny,ben
alpheus hippothoe,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus hortensis,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus intrinsecus,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus lobidens,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus longinquus,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus lottini,crustacea_arthropods,TRUE,mig,pri,vsm,ben
alpheus macroskeles,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus maindroni,crustacea_arthropods,TRUE,mig,sec,tiny,rf
alpheus malleator,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus malleodigitus,crustacea_arthropods,TRUE,mig,sec,tiny,rf
alpheus nonalter,crustacea_arthropods,TRUE,mob,sec,tiny,ben
alpheus nuttingi,crustacea_arthropods,TRUE,mig,sec,vsm,rf
alpheus obesomanus,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus ovaliceps,crustacea_arthropods,TRUE,mob,sec,tiny,rf
alpheus pachychirus,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus pacificus,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus packardii,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus panamensis,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus paracrinitus,crustacea_arthropods,TRUE,mig,sec,tiny,rf
alpheus paradentipes,crustacea_arthropods,TRUE,mig,sec,tiny,rf
alpheus paralcyone,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus parasocialis,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus pareuchirus,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus parvirostris,crustacea_arthropods,TRUE,mig,sec,tiny,rf
alpheus peasei,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus percyi,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus perplexus,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus polyxo,crustacea_arthropods,TRUE,mob,sec,tiny,rf
alpheus rapacida,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus rapax,crustacea_arthropods,TRUE,mig,sec,vsm,ben
alpheus roseodigitalis,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus rostratus,crustacea_arthropods,TRUE,mig,sec,vsm,rf
alpheus schmitti,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus serenei,crustacea_arthropods,TRUE,mig,sec,tiny,rf
alpheus sizou,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus socialis,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus splendidus,crustacea_arthropods,TRUE,mig,sec,tiny,rf
alpheus spongiarum,crustacea_arthropods,TRUE,mig,sec,tiny,rf
alpheus staphylinus,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus strenuus,crustacea_arthropods,TRUE,mig,sec,vsm,rf
alpheus sulcatus,crustacea_arthropods,TRUE,mob,sec,tiny,rf
alpheus viridari,crustacea_arthropods,TRUE,mig,sec,tiny,ben
alpheus websteri,crustacea_arthropods,TRUE,mig,sec,tiny,ben
altelatipes carinatus,crustacea_arthropods,TRUE,mig,ter,vsm,pel
alticus anjouanae,fish,FALSE,sed,pri,sm,ben
alticus arnoldorum,fish,FALSE,sed,pri,sm,rf
alticus kirkii,fish,TRUE,sed,pri,sm,ben
alticus magnusi,fish,FALSE,sed,pri,vsm,ben
alticus monochrus,fish,TRUE,sed,pri,sm,ben
alticus montanoi,fish,FALSE,sed,pri,sm,ben
alticus orientalis,fish,FALSE,sed,pri,sm,bp
alticus saliens,fish,TRUE,sed,pri,sm,ben
alticus sertatus,fish,TRUE,sed,pri,sm,rf
alticus simplicirrus,fish,FALSE,sed,pri,sm,rf
altopontonia disparostris,crustacea_arthropods,TRUE,mig,sec,vsm,ben
altosquilla soelae,crustacea_arthropods,TRUE,mob,sec,med,ben
aluterus heudelotii,fish,TRUE,mob,pri,ml,ben
aluterus monoceros,fish,TRUE,mob,ter,lg,rf
aluterus scriptus,fish,TRUE,mob,ter,vlg,rf
alvania auberiana,molluscs,TRUE,sed,ter,tiny,rf
alvania cancellata,molluscs,TRUE,sed,ter,tiny,ben
alvania colombiana,molluscs,TRUE,ses,ter,tiny,ben
alvania dejongi,molluscs,TRUE,ses,ter,tiny,ben
alvania faberi,molluscs,TRUE,sed,ter,tiny,ben
alvania ogasawarana,molluscs,TRUE,sed,ter,tiny,ben
alvania pseudoareolata,molluscs,TRUE,sed,ter,tiny,ben
alvania punctura,molluscs,TRUE,sed,ter,tiny,ben
alvania scrobiculata,molluscs,TRUE,sed,ter,tiny,ben
alveopora allingi,corals,TRUE,ses,sec,med,rf
alveopora catalai,corals,TRUE,ses,sec,med,rf
alveopora daedalea,corals,FALSE,ses,sec,med,rf
alveopora excelsa,corals,FALSE,ses,sec,med,rf
alveopora fenestrata,corals,TRUE,ses,sec,med,rf
alveopora gigas,corals,FALSE,ses,sec,med,rf
alveopora japonica,corals,FALSE,ses,sec,med,rf
alveopora marionensis,corals,FALSE,ses,sec,med,rf
alveopora minuta,corals,FALSE,ses,sec,med,rf
alveopora ocellata,corals,FALSE,ses,sec,med,rf
alveopora spongiosa,corals,TRUE,ses,sec,med,rf
alveopora tizardi,corals,TRUE,ses,sec,med,rf
alveopora verrilliana,corals,TRUE,ses,sec,med,rf
alveopora viridis,corals,FALSE,ses,sec,med,rf
amaea mitchelli,molluscs,TRUE,sed,ter,vsm,ben
amaea retifera,molluscs,TRUE,mob,ter,vsm,ben
amaeana trilobata,polychaetes,TRUE,ses,sec,vsm,ben
amalda josecarlosi,molluscs,TRUE,ses,ter,vsm,ben
amamiichthys matsubarai,fish,FALSE,mig,ter,lg,bp
amanses scopas,fish,TRUE,mob,ter,med,rf
amarsipus carlsbergi,fish,TRUE,mig,ter,med,pel
amaryllis carrascoi,crustacea_arthropods,TRUE,mob,sec,vsm,ben
amaryllis dianae,crustacea_arthropods,TRUE,mob,sec,vsm,ben
amaryllis kamata,crustacea_arthropods,TRUE,mob,sec,vsm,ben
amaryllis keablei,crustacea_arthropods,TRUE,mob,sec,vsm,ben
amaryllis philatelica,crustacea_arthropods,TRUE,mob,sec,vsm,ben
amaryllis quokka,crustacea_arthropods,TRUE,mob,sec,vsm,ben
amathina tricarinata,molluscs,TRUE,sed,sec,tiny,ben
amauropsis aureolutea,molluscs,TRUE,sed,ter,vsm,ben
amauropsis islandica,molluscs,TRUE,sed,ter,vsm,ben
ambassis ambassis,fish,TRUE,sed,ter,sm,ben
ambassis dussumieri,fish,TRUE,sed,ter,sm,ben
ambassis gymnocephalus,fish,TRUE,sed,ter,sm,ben
ambassis interrupta,fish,TRUE,sed,ter,sm,ben
ambassis jacksoniensis,fish,TRUE,sed,ter,vsm,ben
ambassis kopsii,fish,TRUE,sed,sec,sm,ben
ambassis miops,fish,TRUE,sed,ter,sm,ben
ambassis nalua,fish,TRUE,sed,ter,sm,ben
ambassis natalensis,fish,TRUE,sed,ter,vsm,ben
ambassis urotaenia,fish,TRUE,sed,ter,vsm,ben
ambassis vachellii,fish,TRUE,sed,ter,vsm,ben
ambidexter symmetricus,crustacea_arthropods,TRUE,mig,ter,vsm,ben
ambiserrula jugosa,fish,TRUE,mob,ter,sm,ben
amblycirrhitus bimacula,fish,TRUE,mob,ter,sm,rf
amblycirrhitus pinos,fish,TRUE,mob,ter,med,rf
amblycirrhitus unimacula,fish,TRUE,mig,ter,sm,rf
amblyeleotris aurora,fish,TRUE,sed,ter,sm,rf
amblyeleotris diagonalis,fish,TRUE,sed,ter,sm,rf
amblyeleotris fasciata,fish,TRUE,sed,ter,sm,rf
amblyeleotris fontanesii,fish,TRUE,sed,ter,med,rf
amblyeleotris guttata,fish,TRUE,sed,ter,sm,rf
amblyeleotris gymnocephala,fish,TRUE,sed,ter,sm,rf
amblyeleotris latifasciata,fish,TRUE,sed,ter,sm,ben
amblyeleotris ogasawarensis,fish,TRUE,sed,ter,sm,ben
amblyeleotris periophthalma,fish,TRUE,sed,ter,sm,rf
amblyeleotris randalli,fish,TRUE,sed,ter,sm,rf
amblyeleotris rubrimarginata,fish,TRUE,sed,ter,sm,ben
amblyeleotris steinitzi,fish,TRUE,sed,ter,sm,rf
amblyeleotris wheeleri,fish,TRUE,sed,ter,sm,rf
amblyeleotris yanoi,fish,TRUE,sed,ter,sm,rf
amblygaster clupeoides,fish,TRUE,mig,ter,med,rf
amblygaster indiana,fish,FALSE,mig,ter,vsm,pel
amblygaster leiogaster,fish,TRUE,mig,ter,med,pel
amblygaster sirm,fish,TRUE,mig,sec,med,rf
amblyglyphidodon aureus,fish,TRUE,mob,sec,sm,rf
amblyglyphidodon batunai,fish,TRUE,mob,sec,sm,rf
amblyglyphidodon curacao,fish,TRUE,mob,ter,sm,rf
amblyglyphidodon flavilatus,fish,TRUE,mob,sec,sm,rf
amblyglyphidodon indicus,fish,TRUE,mob,sec,sm,rf
amblyglyphidodon leucogaster,fish,TRUE,mob,ter,sm,rf
amblyglyphidodon ternatensis,fish,TRUE,mob,sec,sm,rf
amblygobius albimaculatus,fish,TRUE,sed,sec,med,rf
amblygobius buanensis,fish,TRUE,sed,sec,sm,rf
amblygobius bynoensis,fish,TRUE,sed,sec,sm,ben
amblygobius decussatus,fish,TRUE,sed,sec,sm,rf
amblygobius linki,fish,TRUE,sed,sec,vsm,rf
amblygobius nocturnus,fish,TRUE,sed,sec,sm,rf
amblygobius semicinctus,fish,TRUE,sed,pri,sm,rf
