species,taxon,am_mapped,mob,trp,len,wcol
roa jayakari,fish,TRUE,mob,ter,med,rf
roa modesta,fish,TRUE,mob,ter,med,rf
robinione overstreerti,crustacea_arthropods,TRUE,mob,ter,tiny,ben
robinsia catherinae,fish,TRUE,mig,ter,med,ben
roboastra gracilis,molluscs,TRUE,sed,ter,vsm,ben
robsonella fontaniana,cephalopods,TRUE,mob,ter,med,ben
roburnella wilsoni,molluscs,TRUE,ses,pri,tiny,ben
robustosergia extenuata,crustacea_arthropods,TRUE,mig,ter,tiny,pel
robustosergia regalis,crustacea_arthropods,TRUE,mig,ter,tiny,pel
robustosergia robusta,crustacea_arthropods,TRUE,mig,ter,vsm,pel
rochinia gracilipes,crustacea_arthropods,TRUE,mob,ter,tiny,ben
rochinia hystrix,crustacea_arthropods,TRUE,mob,ter,tiny,ben
rochinia tanneri,crustacea_arthropods,TRUE,mob,ter,tiny,ben
rocinela angustata,crustacea_arthropods,TRUE,mob,ter,vsm,ben
rocinela belliceps,crustacea_arthropods,TRUE,mob,ter,vsm,ben
rocinela orientalis,crustacea_arthropods,TRUE,mob,ter,vsm,ben
rocinela propodialis,crustacea_arthropods,TRUE,mob,ter,vsm,ben
rocinela signata,crustacea_arthropods,TRUE,mob,ter,vsm,ben
rogadius asper,fish,TRUE,mob,ter,med,ben
rogadius mcgroutheri,fish,TRUE,mob,ter,sm,ben
rogadius patriciae,fish,TRUE,mob,ter,med,ben
rogadius pristiger,fish,TRUE,mob,ter,ml,ben
rogadius serratus,fish,TRUE,mob,ter,med,rf
romaleon branneri,crustacea_arthropods,TRUE,mig,ter,sm,ben
romaleon jordani,crustacea_arthropods,TRUE,mig,ter,vsm,ben
roncador stearnsii,fish,TRUE,sed,ter,ml,ben
rondeletia bicolor,fish,TRUE,mob,ter,sm,pel
rondeletia loricata,fish,TRUE,mob,ter,sm,pel
rondeletiola minor,cephalopods,TRUE,mob,ter,vsm,ben
ronquilus jordani,fish,TRUE,mob,ter,med,ben
rosaster alexandri,echinoderms,TRUE,mob,ter,med,ben
rosaster mimicus,echinoderms,TRUE,mob,ter,med,ben
rosenblattia robusta,fish,TRUE,mob,ter,sm,pel
rosenblattichthys alatus,fish,TRUE,mob,apex,sm,pel
rosenblattichthys hubbsi,fish,TRUE,mob,apex,sm,pel
rosenblattichthys volucris,fish,TRUE,mob,apex,sm,pel
roseomitra rosacea,molluscs,TRUE,sed,ter,vsm,ben
rossia macrosoma,cephalopods,TRUE,mob,apex,sm,ben
rossia megaptera,cephalopods,TRUE,mob,ter,sm,ben
rossia moelleri,cephalopods,TRUE,mob,ter,vsm,bp
rossia pacifica,cephalopods,TRUE,mob,ter,sm,ben
rossia palpebrosa,cephalopods,TRUE,mob,ter,vsm,ben
rostanga bifurcata,molluscs,TRUE,sed,sec,vsm,ben
rostanga calumus,molluscs,TRUE,sed,sec,vsm,ben
rostroraja alba,elasmobranchs,TRUE,mob,apex,vlg,ben
rostroraja eglanteria,elasmobranchs,FALSE,mob,ter,vlg,ben
rouleina attrita,fish,TRUE,mob,ter,ml,pel
rouleina eucla,fish,TRUE,mob,ter,med,pel
rouleina guentheri,fish,TRUE,mob,ter,med,pel
rouleina livida,fish,TRUE,mob,ter,ml,pel
rouleina maderensis,fish,TRUE,mig,ter,ml,pel
rouleina squamilatera,fish,TRUE,mob,ter,ml,pel
rouleina watasei,fish,TRUE,mob,ter,med,pel
roxaniella exigua,molluscs,TRUE,sed,sec,tiny,ben
royella sinon,molluscs,TRUE,sed,sec,vsm,ben
ruanoho decemdigitatus,fish,TRUE,sed,ter,sm,ben
ruanoho whero,fish,TRUE,sed,ter,sm,bp
rubellatoma diomedea,molluscs,TRUE,ses,ter,tiny,ben
rubellatoma rubella,molluscs,TRUE,ses,ter,tiny,ben
rubicundus lopheliae,fish,FALSE,mob,apex,med,bp
rudarius excelsus,fish,TRUE,mob,ter,vsm,rf
rudarius minutus,fish,TRUE,mob,ter,vsm,rf
ruditapes decussatus,molluscs,TRUE,sed,pri,vsm,ben
rugathanas borradailei,crustacea_arthropods,TRUE,mig,sec,tiny,rf
rullierinereis mexicana,polychaetes,TRUE,mob,sec,vsm,ben
ruscarius creaseri,fish,TRUE,mob,ter,sm,ben
ruscarius meanyi,fish,TRUE,mob,ter,vsm,ben
ruvettus pretiosus,fish,TRUE,mob,apex,huge,bp
ryphila cancellus,crustacea_arthropods,TRUE,mig,sec,tiny,ben
rypticus bicolor,fish,TRUE,mob,ter,med,rf
rypticus bistrispinus,fish,TRUE,mob,ter,sm,rf
rypticus carpenteri,fish,TRUE,mob,ter,sm,rf
rypticus maculatus,fish,TRUE,mob,ter,med,ben
rypticus nigripinnis,fish,TRUE,mob,ter,med,rf
rypticus saponaceus,fish,TRUE,mob,ter,lg,rf
rypticus subbifrenatus,fish,TRUE,mob,ter,med,rf
ryukyupercis gushikeni,fish,TRUE,mob,ter,ml,ben
sabaco elongatus,polychaetes,TRUE,sed,pri,sm,ben
sabellastarte sanctijosephi,polychaetes,TRUE,ses,pri,vsm,ben
sabellastarte spectabilis,polychaetes,TRUE,ses,pri,sm,ben
sabia conica,molluscs,TRUE,sed,ter,vsm,ben
sabinea hystrix,crustacea_arthropods,TRUE,mig,ter,vsm,ben
sabinea septemcarinata,crustacea_arthropods,TRUE,mig,ter,vsm,ben
sabinella troglodytes,molluscs,TRUE,ses,ter,tiny,ben
saccogaster tuberculata,fish,TRUE,sed,sec,med,ben
saccopharynx ampullaceus,fish,TRUE,mob,apex,huge,pel
saccopharynx lavenbergi,fish,TRUE,mob,apex,lg,pel
sacoproteus smaragdinus,molluscs,TRUE,sed,sec,vsm,ben
sacura margaritacea,fish,TRUE,mob,ter,sm,ben
sadayoshia acroporae,crustacea_arthropods,TRUE,mig,sec,vsm,ben
sadayoshia edwardsii,crustacea_arthropods,TRUE,mig,sec,vsm,ben
sadayoshia lipkei,crustacea_arthropods,TRUE,mig,sec,vsm,ben
saduria entomon,crustacea_arthropods,TRUE,mob,ter,tiny,ben
saduria sabini,crustacea_arthropods,TRUE,mob,ter,tiny,ben
sagamichthys abei,fish,TRUE,mob,ter,med,pel
sagamichthys schnakenbecki,fish,TRUE,mob,ter,med,pel
sagaminopteron ornatum,molluscs,TRUE,sed,ter,vsm,ben
sagaminopteron psychedelicum,molluscs,TRUE,sed,ter,vsm,ben
sagenaster evermanni,echinoderms,TRUE,mob,ter,sm,ben
sagmariasus verreauxi,crustacea_arthropods,TRUE,mig,ter,ml,ben
salangichthys microdon,fish,TRUE,mig,ter,sm,ben
salaria basilisca,fish,TRUE,sed,ter,med,ben
salaria pavo,fish,TRUE,sed,ter,sm,ben
salarias alboguttatus,fish,TRUE,sed,pri,sm,rf
salarias ceramensis,fish,TRUE,mob,pri,sm,rf
salarias fasciatus,fish,TRUE,sed,pri,sm,rf
salarias guttatus,fish,TRUE,sed,pri,sm,rf
salarias luctuosus,fish,TRUE,sed,pri,vsm,rf
salarias nigrocinctus,fish,FALSE,sed,pri,vsm,pel
salarias obscurus,fish,FALSE,sed,pri,sm,ben
salarias patzneri,fish,TRUE,sed,pri,vsm,rf
salarias ramosus,fish,TRUE,sed,pri,sm,bp
salarias segmentatus,fish,TRUE,sed,pri,sm,rf
salarias sexfilum,fish,TRUE,sed,pri,sm,bp
salarias sibogai,fish,FALSE,sed,pri,vsm,rf
salarias sinuosus,fish,TRUE,mob,pri,vsm,rf
salilota australis,fish,TRUE,mob,apex,ml,ben
salmacina dysteri,polychaetes,TRUE,sed,pri,vsm,ben
salmacina incrustans,polychaetes,TRUE,sed,pri,vsm,ben
salmacina tribranchiata,polychaetes,TRUE,sed,pri,vsm,ben
salmacis belli,echinoderms,TRUE,mob,ter,sm,rf
salmacis sphaeroides,echinoderms,TRUE,mob,ter,vsm,ben
salmo salar,fish,TRUE,mig,ter,lg,bp
salmo trutta,fish,TRUE,mig,ter,med,pel
salmoneus serratidigitus,crustacea_arthropods,TRUE,mob,sec,tiny,rf
salmoneus tricristatus,crustacea_arthropods,TRUE,mig,sec,tiny,ben
saloptia powelli,fish,TRUE,mob,ter,ml,rf
salvatoria clavata,polychaetes,TRUE,mob,sec,vsm,ben
salvatoria limbata,polychaetes,TRUE,mob,sec,vsm,ben
salvatoria mediodentata,polychaetes,TRUE,mob,sec,vsm,ben
salvatoria swedmarki,polychaetes,TRUE,mob,sec,vsm,ben
salvelinus alpinus,fish,TRUE,mig,ter,ml,bp
salvelinus fontinalis,fish,TRUE,mig,ter,lg,bp
salvelinus leucomaenis,fish,TRUE,mig,ter,lg,bp
salvelinus malma,fish,TRUE,mig,ter,vlg,bp
samarangia quadrangularis,molluscs,TRUE,sed,sec,vsm,ben
samaris costae,fish,TRUE,mob,ter,sm,ben
samaris cristatus,fish,TRUE,mob,ter,med,ben
samaris macrolepis,fish,TRUE,mob,ter,vsm,ben
samaris spinea,fish,TRUE,mob,ter,vsm,pel
samariscus huysmani,fish,TRUE,mob,ter,sm,ben
samariscus longimanus,fish,TRUE,mob,ter,sm,ben
samariscus sunieri,fish,TRUE,mob,ter,sm,ben
samariscus triocellatus,fish,TRUE,mob,ter,sm,rf
samus anonymus,sponges,TRUE,ses,pri,vsm,ben
sandalolitha dentata,corals,TRUE,ses,sec,lg,rf
sandalolitha robusta,corals,TRUE,ses,sec,lg,rf
sanquerus validus,crustacea_arthropods,TRUE,mig,ter,sm,ben
sansonia tuberculata,molluscs,TRUE,sed,sec,tiny,ben
sarcophyton glaucum,corals,TRUE,ses,sec,vsm,ben
sarcotragus fasciculatus,sponges,TRUE,ses,pri,tiny,ben
sarcotragus foetidus,sponges,TRUE,ses,pri,tiny,ben
sarda australis,fish,TRUE,mig,apex,vlg,pel
sarda chiliensis,fish,TRUE,mig,apex,vlg,pel
sarda lineolata,fish,TRUE,mig,apex,vlg,pel
sarda orientalis,fish,TRUE,mig,apex,vlg,pel
sarda sarda,fish,TRUE,mig,apex,lg,pel
sardina pilchardus,fish,TRUE,mig,sec,med,pel
sardinella albella,fish,TRUE,mig,sec,sm,rf
sardinella alcyone,fish,FALSE,mig,sec,med,pel
sardinella atricauda,fish,FALSE,mob,sec,sm,pel
sardinella aurita,fish,TRUE,mig,ter,med,pel
sardinella brachysoma,fish,TRUE,mig,sec,sm,pel
sardinella brasiliensis,fish,TRUE,mig,ter,med,pel
sardinella electra,fish,FALSE,mig,sec,med,pel
sardinella fijiense,fish,FALSE,mig,sec,med,pel
sardinella fimbriata,fish,TRUE,mig,sec,sm,pel
sardinella gibbosa,fish,TRUE,mig,sec,sm,pel
sardinella goni,fish,FALSE,mig,sec,med,pel
sardinella hualiensis,fish,TRUE,mig,sec,sm,pel
sardinella jussieu,fish,FALSE,mig,sec,med,pel
sardinella lemuru,fish,TRUE,mob,sec,med,pel
sardinella longiceps,fish,TRUE,mig,sec,med,pel
sardinella maderensis,fish,TRUE,mig,ter,med,pel
sardinella marquesensis,fish,FALSE,mig,sec,med,pel
sardinella melanura,fish,TRUE,mig,sec,med,pel
sardinella neglecta,fish,FALSE,mig,pri,sm,pel
sardinella pacifica,fish,FALSE,mig,sec,sm,pel
sardinella richardsoni,fish,FALSE,mig,sec,sm,pel
sardinella rouxi,fish,TRUE,mig,sec,med,pel
sardinella sindensis,fish,TRUE,mig,sec,med,pel
sardinella zunasi,fish,TRUE,mig,ter,sm,pel
sardinops sagax,fish,TRUE,mig,sec,med,pel
sargocentron bullisi,fish,TRUE,mob,ter,sm,rf
sargocentron caudimaculatum,fish,TRUE,mob,ter,med,rf
sargocentron cornutum,fish,TRUE,mob,ter,med,rf
sargocentron coruscum,fish,TRUE,mob,ter,sm,rf
sargocentron diadema,fish,TRUE,mob,ter,sm,rf
sargocentron ensifer,fish,TRUE,mob,apex,med,rf
sargocentron hastatum,fish,TRUE,mob,ter,med,rf
sargocentron inaequalis,fish,TRUE,mob,ter,sm,rf
sargocentron iota,fish,TRUE,mob,ter,sm,rf
sargocentron ittodai,fish,TRUE,mob,ter,med,rf
sargocentron lepros,fish,TRUE,mob,apex,med,rf
sargocentron macrosquamis,fish,TRUE,mob,ter,sm,rf
sargocentron melanospilos,fish,TRUE,mob,ter,med,rf
sargocentron microstoma,fish,TRUE,mob,ter,med,rf
sargocentron praslin,fish,TRUE,mob,ter,med,rf
sargocentron punctatissimum,fish,TRUE,mob,ter,sm,rf
sargocentron rubrum,fish,TRUE,mob,ter,med,rf
sargocentron seychellense,fish,TRUE,mob,ter,med,rf
sargocentron spiniferum,fish,TRUE,mob,ter,ml,rf
sargocentron spinosissimum,fish,TRUE,mob,ter,med,rf
sargocentron suborbitale,fish,TRUE,mob,ter,med,ben
sargocentron tiere,fish,TRUE,mob,apex,med,rf
sargocentron tiereoides,fish,TRUE,mob,ter,med,rf
sargocentron vexillarium,fish,TRUE,mob,ter,sm,rf
sargocentron violaceum,fish,TRUE,mob,ter,med,rf
sargocentron xantherythrum,fish,TRUE,mob,ter,med,rf
saron marmoratus,crustacea_arthropods,TRUE,mig,ter,vsm,ben
saron neglectus,crustacea_arthropods,TRUE,mig,ter,vsm,ben
sarpa salpa,fish,TRUE,mig,sec,med,bp
sarritor frenatus,fish,TRUE,mob,ter,med,ben
sarritor leptorhynchus,fish,TRUE,mob,ter,med,ben
satyrichthys clavilapis,fish,TRUE,mob,ter,med,ben
satyrichthys laticeps,fish,TRUE,mob,ter,ml,ben
satyrichthys milleri,fish,TRUE,mob,ter,med,ben
satyrichthys moluccensis,fish,TRUE,mob,ter,ml,ben
satyrichthys rieffeli,fish,TRUE,mob,ter,med,ben
satyrichthys welchi,fish,TRUE,mob,ter,ml,ben
saurenchelys cognita,fish,TRUE,mig,ter,ml,ben
saurenchelys fierasfer,fish,TRUE,mob,ter,ml,ben
saurida argentea,fish,TRUE,mob,apex,med,ben
saurida brasiliensis,fish,TRUE,mob,apex,sm,ben
saurida caribbaea,fish,TRUE,mob,apex,med,ben
saurida elongata,fish,TRUE,mob,apex,ml,ben
saurida filamentosa,fish,TRUE,mob,apex,med,ben
saurida flamma,fish,TRUE,mob,apex,ml,rf
saurida gracilis,fish,TRUE,mob,apex,med,rf
saurida longimanus,fish,TRUE,mob,apex,med,ben
saurida macrolepis,fish,TRUE,mob,apex,med,ben
saurida micropectoralis,fish,TRUE,mob,apex,ml,ben
saurida nebulosa,fish,TRUE,mob,apex,med,rf
saurida normani,fish,TRUE,mob,apex,ml,rf
saurida suspicio,fish,TRUE,mob,apex,sm,ben
saurida undosquamis,fish,TRUE,mob,apex,ml,rf
saurida wanieso,fish,TRUE,mob,ter,lg,ben
savalia savaglia,corals,TRUE,ses,sec,tiny,ben
saxidomus gigantea,molluscs,TRUE,sed,sec,vsm,ben
sayella fusca,molluscs,TRUE,sed,ter,tiny,ben
scabricola desetangsii,molluscs,TRUE,ses,ter,vsm,ben
scabricola olivaeformis,molluscs,TRUE,ses,ter,vsm,ben
scabricola variegata,molluscs,TRUE,ses,ter,vsm,ben
scabrotrophon fabricii,molluscs,TRUE,sed,ter,vsm,ben
scabrotrophon maltzani,molluscs,TRUE,sed,ter,vsm,ben
scabrotrophon stuarti,molluscs,TRUE,sed,ter,vsm,ben
scaeurgus unicirrhus,cephalopods,TRUE,mob,ter,sm,ben
scaevius milii,fish,TRUE,sed,ter,med,rf
scalenostoma subulatum,molluscs,TRUE,sed,ter,vsm,ben
scalibregma inflatum,polychaetes,TRUE,sed,pri,sm,ben
scalicus engyceros,fish,TRUE,mob,ter,med,ben
scalicus hians,fish,TRUE,mob,ter,med,ben
scalicus investigatoris,fish,TRUE,mob,ter,med,ben
scalicus quadratorostratus,fish,TRUE,mob,ter,sm,ben
scammarctus batei,crustacea_arthropods,TRUE,mig,ter,vsm,ben
scaphander bathymophila,molluscs,TRUE,sed,ter,vsm,ben
scaphander darius,molluscs,TRUE,sed,ter,vsm,ben
scaphander lignarius,molluscs,TRUE,sed,ter,vsm,ben
scaphander nobilis,molluscs,TRUE,sed,ter,vsm,ben
scaphander pilsbryi,molluscs,TRUE,mob,ter,vsm,ben
scaphander punctostriatus,molluscs,TRUE,sed,ter,vsm,ben
scaphander watsoni,molluscs,TRUE,sed,ter,vsm,ben
scaphella dubia,molluscs,TRUE,sed,ter,sm,ben
scaphella gouldiana,molluscs,TRUE,sed,ter,sm,ben
scaphella junonia,molluscs,TRUE,sed,ter,sm,ben
scartelaos histophorus,fish,TRUE,sed,ter,sm,ben
scartella caboverdiana,fish,FALSE,sed,ter,vsm,ben
scartella cristata,fish,TRUE,sed,ter,sm,rf
scartella emarginata,fish,TRUE,sed,sec,sm,ben
scartella itajobi,fish,FALSE,sed,ter,vsm,ben
scartella nuchifilis,fish,FALSE,sed,ter,vsm,ben
scartella poiti,fish,FALSE,sed,ter,sm,rf
scartella springeri,fish,FALSE,sed,ter,sm,ben
scartichthys crapulatus,fish,FALSE,sed,sec,sm,ben
scartichthys gigas,fish,TRUE,sed,ter,med,ben
scartichthys variolatus,fish,FALSE,sed,sec,med,ben
scartichthys viridis,fish,TRUE,sed,sec,med,ben
scarus altipinnis,fish,TRUE,mob,pri,ml,rf
scarus arabicus,fish,TRUE,mob,sec,ml,rf
scarus caudofasciatus,fish,TRUE,mob,pri,ml,rf
scarus chameleon,fish,TRUE,mob,pri,ml,rf
scarus chinensis,fish,FALSE,mob,sec,ml,rf
scarus coelestinus,fish,TRUE,mob,sec,lg,rf
scarus coeruleus,fish,TRUE,mob,pri,vlg,rf
scarus collana,fish,TRUE,mob,sec,ml,rf
scarus compressus,fish,TRUE,mob,pri,lg,rf
scarus dimidiatus,fish,TRUE,mob,pri,med,rf
scarus dubius,fish,TRUE,mob,sec,med,rf
scarus falcipinnis,fish,TRUE,mob,pri,lg,rf
scarus ferrugineus,fish,TRUE,mob,pri,ml,rf
scarus festivus,fish,TRUE,mob,pri,ml,rf
scarus flavipectoralis,fish,TRUE,mob,pri,med,rf
scarus forsteni,fish,TRUE,mob,pri,ml,rf
scarus frenatus,fish,TRUE,mob,pri,ml,rf
scarus fuscocaudalis,fish,TRUE,mob,sec,med,rf
scarus fuscopurpureus,fish,TRUE,mob,sec,ml,rf
scarus ghobban,fish,TRUE,mob,pri,ml,rf
scarus globiceps,fish,TRUE,mob,pri,ml,rf
scarus guacamaia,fish,TRUE,mob,sec,vlg,rf
scarus hoefleri,fish,TRUE,mob,sec,lg,ben
scarus hypselopterus,fish,TRUE,mob,sec,ml,rf
scarus iseri,fish,TRUE,mob,sec,med,rf
scarus koputea,fish,FALSE,mob,sec,ml,rf
scarus longipinnis,fish,TRUE,mob,pri,ml,rf
scarus maculipinna,fish,FALSE,mob,sec,med,rf
scarus niger,fish,TRUE,mob,pri,ml,rf
scarus obishime,fish,FALSE,mob,pri,lg,rf
scarus oviceps,fish,TRUE,mob,sec,med,rf
scarus ovifrons,fish,TRUE,mob,sec,lg,rf
scarus perrico,fish,TRUE,mob,pri,lg,rf
scarus persicus,fish,TRUE,mob,sec,ml,bp
scarus prasiognathos,fish,TRUE,mob,pri,lg,rf
scarus psittacus,fish,TRUE,mob,pri,ml,rf
scarus quoyi,fish,TRUE,mob,pri,med,rf
scarus rivulatus,fish,TRUE,mob,sec,ml,rf
scarus rubroviolaceus,fish,TRUE,mob,pri,ml,rf
scarus russelii,fish,TRUE,mob,sec,ml,rf
scarus scaber,fish,TRUE,mob,pri,ml,rf
scarus schlegeli,fish,TRUE,mob,sec,ml,rf
scarus spinus,fish,TRUE,mob,pri,ml,rf
scarus taeniopterus,fish,TRUE,mob,pri,ml,rf
scarus tricolor,fish,TRUE,mob,pri,med,rf
scarus trispinosus,fish,TRUE,mob,sec,lg,rf
scarus vetula,fish,TRUE,mob,pri,lg,rf
scarus viridifucatus,fish,TRUE,mob,pri,ml,rf
scarus xanthopleura,fish,TRUE,mob,sec,lg,rf
scarus zelindae,fish,FALSE,mob,sec,med,rf
scarus zufar,fish,FALSE,mob,sec,ml,ben
scatophagus argus,fish,TRUE,mob,sec,med,rf
scatophagus tetracanthus,fish,TRUE,mig,sec,ml,bp
schedophilus griseolineatus,fish,TRUE,mob,ter,ml,pel
schedophilus huttoni,fish,TRUE,mob,ter,vlg,pel
schedophilus maculatus,fish,TRUE,mob,ter,med,pel
schedophilus medusophagus,fish,TRUE,mob,ter,lg,pel
schedophilus ovalis,fish,TRUE,mob,ter,vlg,bp
schedophilus pemarco,fish,TRUE,mob,ter,lg,bp
schedophilus velaini,fish,TRUE,mob,apex,lg,pel
schindleria praematura,fish,TRUE,mob,ter,vsm,rf
schismatogobius insignus,fish,TRUE,sed,ter,vsm,ben
schismorhynchus labialis,fish,TRUE,mig,ter,med,rf
schistomeringos longicornis,polychaetes,TRUE,sed,pri,vsm,ben
schistomeringos pectinata,polychaetes,TRUE,sed,pri,vsm,ben
schistomeringos rudolphi,polychaetes,TRUE,sed,pri,vsm,ben
schistomysis spiritus,crustacea_arthropods,TRUE,mob,sec,tiny,ben
schizaster doederleini,echinoderms,TRUE,mob,sec,sm,rf
schizaster floridiensis,echinoderms,TRUE,mob,sec,sm,ben
schizaster lacunosus,echinoderms,TRUE,mob,sec,sm,ben
schizaster orbignyanus,echinoderms,TRUE,mob,sec,sm,ben
schizoculina africana,corals,FALSE,ses,sec,vlg,ben
schizoculina fissipara,corals,TRUE,ses,sec,vlg,ben
schizophroida hilensis,crustacea_arthropods,TRUE,mig,ter,vsm,ben
schizophrys aspera,crustacea_arthropods,TRUE,mob,ter,vsm,rf
schizophrys dama,crustacea_arthropods,TRUE,mig,ter,vsm,rf
schraderia gracilis,crustacea_arthropods,TRUE,mob,sec,tiny,ben
schroederichthys bivius,elasmobranchs,TRUE,mob,ter,lg,ben
schroederichthys chilensis,elasmobranchs,TRUE,mob,apex,lg,ben
schroederichthys maculatus,elasmobranchs,TRUE,mob,apex,ml,ben
schroederichthys saurisqualus,elasmobranchs,FALSE,mob,apex,lg,ben
schroederichthys tenuis,elasmobranchs,FALSE,mob,apex,lg,ben
schroederobatis americana,elasmobranchs,TRUE,mob,ter,ml,ben
schuettea scalaripinnis,fish,TRUE,mob,ter,med,pel
schuettea woodwardi,fish,TRUE,sed,ter,med,pel
schultzea beta,fish,TRUE,mob,ter,sm,rf
schultzidia johnstonensis,fish,TRUE,mig,ter,ml,rf
schultzidia retropinnis,fish,TRUE,mig,ter,sm,rf
schwartziella bryerea,molluscs,TRUE,sed,ter,tiny,rf
schwartziella catesbyana,molluscs,TRUE,sed,sec,tiny,rf
schwartziella chesnelii,molluscs,TRUE,ses,ter,tiny,ben
schwartziella fischeri,molluscs,TRUE,sed,ter,tiny,rf
sciades herzbergii,fish,TRUE,mob,ter,ml,ben
sciades parkeri,fish,TRUE,mig,ter,vlg,ben
sciades proops,fish,TRUE,mob,ter,lg,ben
sciades sona,fish,TRUE,mob,ter,lg,ben
sciaena umbra,fish,TRUE,mob,ter,ml,ben
sciaenops ocellatus,fish,TRUE,sed,ter,vlg,ben
scintillosergia scintillans,crustacea_arthropods,TRUE,mig,ter,tiny,pel
scipiolus plumosus,crustacea_arthropods,TRUE,mob,ter,tiny,ben
scleracis guadalupensis,corals,TRUE,ses,sec,vlg,ben
scleracis petrosa,corals,TRUE,ses,sec,vlg,ben
sclerasterias contorta,echinoderms,TRUE,mob,ter,ml,ben
sclerasterias heteropaes,echinoderms,TRUE,mob,ter,ml,ben
sclerasterias mollis,echinoderms,TRUE,mob,ter,med,ben
scleritoderma flabelliforme,sponges,TRUE,ses,pri,vsm,ben
sclerocrangon ferox,crustacea_arthropods,TRUE,mig,ter,vsm,ben
sclerodactyla briareus,echinoderms,TRUE,sed,ter,sm,ben
sclerodoris tarka,molluscs,TRUE,sed,sec,vsm,ben
sclerophyllia maxima,corals,TRUE,ses,sec,med,rf
scobinichthys granulatus,fish,TRUE,mob,ter,ml,rf
scolanthus callimorphus,corals,TRUE,ses,ter,vsm,ben
scolanthus intermedius,corals,TRUE,ses,ter,vsm,ben
scolecenchelys australis,fish,TRUE,mig,apex,ml,ben
scolecenchelys breviceps,fish,TRUE,mig,apex,lg,rf
scolecenchelys gymnota,fish,TRUE,mig,apex,ml,rf
scolecenchelys iredalei,fish,TRUE,mig,apex,med,rf
scolecenchelys laticaudata,fish,TRUE,mig,apex,med,rf
scolecenchelys macroptera,fish,TRUE,mig,apex,med,rf
scolelepis squamata,polychaetes,TRUE,sed,pri,vsm,ben
scolelepis texana,polychaetes,TRUE,mob,pri,vsm,ben
scoletoma ernesti,polychaetes,TRUE,mob,ter,vsm,ben
scoletoma fragilis,polychaetes,TRUE,mob,ter,vsm,ben
scoletoma laurentiana,polychaetes,TRUE,mob,ter,vsm,ben
scoletoma tenuis,polychaetes,TRUE,mob,ter,vsm,ben
scoletoma tetraura,polychaetes,TRUE,mob,ter,vsm,ben
scoletoma verrilli,polychaetes,TRUE,mob,ter,vsm,ben
scoliodon laticaudus,elasmobranchs,TRUE,mig,apex,lg,ben
scoliodon macrorhynchos,elasmobranchs,FALSE,mig,apex,lg,ben
scoloplos acmeceps,polychaetes,TRUE,sed,pri,med,ben
scolopsis affinis,fish,TRUE,mob,ter,med,rf
scolopsis aurata,fish,TRUE,sed,ter,med,rf
scolopsis bilineata,fish,TRUE,sed,ter,med,rf
scolopsis bimaculata,fish,TRUE,mob,ter,med,rf
scolopsis ciliata,fish,TRUE,mob,ter,med,rf
scolopsis frenata,fish,TRUE,mob,ter,med,rf
scolopsis ghanam,fish,TRUE,mob,ter,med,rf
scolopsis lineata,fish,TRUE,sed,ter,med,rf
scolopsis margaritifera,fish,TRUE,sed,ter,med,rf
scolopsis monogramma,fish,TRUE,mob,ter,ml,rf
scolopsis taeniata,fish,TRUE,mob,ter,med,rf
scolopsis taenioptera,fish,TRUE,mob,ter,med,ben
scolopsis temporalis,fish,TRUE,mob,ter,med,rf
scolopsis trilineata,fish,TRUE,mob,ter,med,rf
scolopsis vosmeri,fish,TRUE,sed,ter,sm,rf
scolopsis xenochrous,fish,TRUE,mob,ter,med,rf
scolymia cubensis,corals,TRUE,ses,sec,vsm,rf
scolymia lacera,corals,TRUE,ses,sec,vsm,rf
scolymia wellsii,corals,FALSE,ses,sec,vsm,rf
scomber australasicus,fish,TRUE,mig,apex,ml,pel
scomber colias,fish,TRUE,mig,ter,lg,pel
scomber japonicus,fish,TRUE,mig,ter,ml,pel
scomber scombrus,fish,TRUE,mig,ter,ml,pel
scomberesox saurus,fish,TRUE,mob,ter,ml,pel
scomberesox scombroides,fish,TRUE,mob,ter,ml,pel
scomberesox simulans,fish,TRUE,mob,ter,sm,pel
scomberoides commersonnianus,fish,TRUE,mob,apex,lg,rf
scomberoides lysan,fish,TRUE,mob,apex,lg,rf
scomberoides tala,fish,TRUE,mob,apex,lg,rf
scomberoides tol,fish,TRUE,mob,apex,ml,rf
scomberomorus brasiliensis,fish,TRUE,mig,apex,lg,rf
scomberomorus cavalla,fish,TRUE,mig,apex,vlg,pel
scomberomorus commerson,fish,TRUE,mig,apex,vlg,pel
scomberomorus concolor,fish,TRUE,mig,apex,lg,pel
scomberomorus guttatus,fish,TRUE,mig,apex,lg,pel
scomberomorus koreanus,fish,TRUE,mig,apex,huge,pel
scomberomorus lineolatus,fish,TRUE,mig,apex,vlg,pel
scomberomorus maculatus,fish,TRUE,mig,apex,lg,pel
scomberomorus multiradiatus,fish,FALSE,mig,apex,ml,pel
scomberomorus munroi,fish,TRUE,mig,apex,vlg,pel
scomberomorus niphonius,fish,TRUE,mig,apex,vlg,pel
scomberomorus plurilineatus,fish,TRUE,mig,apex,vlg,pel
scomberomorus queenslandicus,fish,TRUE,mig,apex,vlg,pel
scomberomorus regalis,fish,TRUE,mig,apex,ml,rf
scomberomorus semifasciatus,fish,TRUE,mig,apex,vlg,pel
scomberomorus sierra,fish,TRUE,mig,apex,vlg,pel
