MRGID,GEONAME,aphiaid,worms_name,GROUP,n_current,n_RCP45_2050,n_RCP45_2100,n_RCP85_2050,n_RCP85_2100,sciname,iucn_sid,iucn_category,iucn_category_code,pop_trend_desc,pop_trend_code
8493,Canadian Exclusive Economic Zone,1017389,bathytoshia centroura,FISH,122,1057,1545,1461,2756,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8495,French Exclusive Economic Zone (Collectivity of Saint Martin),1017389,bathytoshia centroura,FISH,2,1,2,2,1,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
21792,Joint regime area: Jamaica / Colombia,1017389,bathytoshia centroura,FISH,7,5,4,5,5,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
26517,Dutch Exclusive Economic Zone (Curaçao),1017389,bathytoshia centroura,FISH,NA,NA,NA,NA,1,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
26518,Dutch Exclusive Economic Zone (Saba),1017389,bathytoshia centroura,FISH,14,4,4,4,5,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
26519,Dutch Exclusive Economic Zone (Aruba),1017389,bathytoshia centroura,FISH,5,2,NA,1,1,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
26520,Dutch Exclusive Economic Zone (Bonaire),1017389,bathytoshia centroura,FISH,1,1,NA,2,1,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
26526,Dutch Exclusive Economic Zone (Sint-Eustatius),1017389,bathytoshia centroura,FISH,1,1,NA,1,NA,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
33177,French Exclusive Economic Zone (Guadeloupe),1017389,bathytoshia centroura,FISH,7,3,5,6,4,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
33179,United States Exclusive Economic Zone (Puerto Rico),1017389,bathytoshia centroura,FISH,56,55,54,55,48,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
33180,United States Exclusive Economic Zone (United States Virgin Islands),1017389,bathytoshia centroura,FISH,9,16,17,16,15,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
48951,Overlapping claim Navassa Island: United States / Haiti / Jamaica,1017389,bathytoshia centroura,FISH,1,1,1,1,NA,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
48952,French Exclusive Economic Zone (Saint-Barthélemy),1017389,bathytoshia centroura,FISH,4,3,2,2,2,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
48972,Joint regime area: Honduras / United Kingdom (Cayman Islands),1017389,bathytoshia centroura,FISH,5,3,2,3,1,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
48984,Colombian Exclusive Economic Zone (Serranilla Bank),1017389,bathytoshia centroura,FISH,1,NA,NA,1,NA,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
48985,Colombian Exclusive Economic Zone (Bajo Nuevo Bank),1017389,bathytoshia centroura,FISH,3,3,3,3,4,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
62596,Colombian Exclusive Economic Zone (Serrana Bank),1017389,bathytoshia centroura,FISH,3,6,3,5,3,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
62598,Colombian Exclusive Economic Zone (Quitasueño Bank),1017389,bathytoshia centroura,FISH,12,10,7,8,5,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
3293,Belgian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,4,NA,NA,NA,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
5668,Dutch Exclusive Economic Zone,1018707,bathytoshia lata,FISH,63,NA,NA,NA,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
5670,Albanian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,307,344,328,342,293,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
5673,Croatian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,1685,2029,1910,2003,1486,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
5677,French Exclusive Economic Zone,1018707,bathytoshia lata,FISH,7570,7124,6356,7388,5079,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
5679,Greek Exclusive Economic Zone,1018707,bathytoshia lata,FISH,4137,4040,3738,4074,2344,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
5681,Irish Exclusive Economic Zone,1018707,bathytoshia lata,FISH,6791,6425,5584,6492,4674,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
5682,Italian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,5493,5779,5530,5703,4588,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
5685,Maltese Exclusive Economic Zone,1018707,bathytoshia lata,FISH,1161,1107,997,1124,657,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
5688,Portuguese Exclusive Economic Zone,1018707,bathytoshia lata,FISH,1227,1238,979,1109,786,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
5690,Russian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,NA,NA,NA,NA,100,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
5691,Montenegrin Exclusive Economic Zone,1018707,bathytoshia lata,FISH,172,195,194,191,153,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
5692,Slovenian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,8,8,3,8,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
5693,Spanish Exclusive Economic Zone,1018707,bathytoshia lata,FISH,3749,3640,3136,3369,2632,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
5696,British Exclusive Economic Zone,1018707,bathytoshia lata,FISH,7556,5017,3104,5291,1435,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
5697,Turkish Exclusive Economic Zone,1018707,bathytoshia lata,FISH,1064,1022,959,1031,912,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8309,Australian Exclusive Economic Zone (Christmas Island),1018707,bathytoshia lata,FISH,NA,1,2,NA,2,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8310,Australian Exclusive Economic Zone (Norfolk Island),1018707,bathytoshia lata,FISH,245,241,261,242,260,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8312,French Exclusive Economic Zone (New Caledonia),1018707,bathytoshia lata,FISH,1143,1075,1092,1043,797,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8321,Overlapping claim Taiwan: Taiwan / China,1018707,bathytoshia lata,FISH,777,249,4,80,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8322,Philippine Exclusive Economic Zone,1018707,bathytoshia lata,FISH,544,307,181,264,13,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8323,Australian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,42461,37956,35453,35011,30056,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8328,North Korean Exclusive Economic Zone,1018707,bathytoshia lata,FISH,7,NA,NA,NA,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8333,Indian Exclusive Economic Zone (Andaman and Nicobar Islands),1018707,bathytoshia lata,FISH,NA,NA,1,NA,1,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8340,French Exclusive Economic Zone (Bassas da India),1018707,bathytoshia lata,FISH,9,9,9,9,9,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8341,French Exclusive Economic Zone (Europa Island),1018707,bathytoshia lata,FISH,3,3,3,3,2,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8345,Maldivian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,155,123,126,142,149,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8346,Sri Lankan Exclusive Economic Zone,1018707,bathytoshia lata,FISH,48,14,12,11,8,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8347,Mozambican Exclusive Economic Zone,1018707,bathytoshia lata,FISH,1968,1751,1531,1665,1018,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8350,Somali Exclusive Economic Zone,1018707,bathytoshia lata,FISH,481,278,180,212,94,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8353,Yemeni Exclusive Economic Zone,1018707,bathytoshia lata,FISH,290,149,82,114,16,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8354,Omani Exclusive Economic Zone,1018707,bathytoshia lata,FISH,404,277,37,90,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8355,Sudanese Exclusive Economic Zone,1018707,bathytoshia lata,FISH,5,1,NA,NA,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8356,Saudi Arabian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,863,393,90,147,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8357,Kuwaiti Exclusive Economic Zone,1018707,bathytoshia lata,FISH,118,2,3,4,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8358,Bahraini Exclusive Economic Zone,1018707,bathytoshia lata,FISH,37,32,25,29,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8359,Pakistani Exclusive Economic Zone,1018707,bathytoshia lata,FISH,319,10,NA,2,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8360,Emirati Exclusive Economic Zone,1018707,bathytoshia lata,FISH,213,109,15,29,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8361,Portuguese Exclusive Economic Zone (Azores),1018707,bathytoshia lata,FISH,67,70,47,69,40,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8362,Cape Verdean Exclusive Economic Zone,1018707,bathytoshia lata,FISH,84,22,14,21,5,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8363,Portuguese Exclusive Economic Zone (Madeira),1018707,bathytoshia lata,FISH,49,54,51,51,31,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8364,Spanish Exclusive Economic Zone (Canary Islands),1018707,bathytoshia lata,FISH,343,286,265,298,229,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8365,Overlapping claim Gibraltar: United Kingdom / Spain,1018707,bathytoshia lata,FISH,3,3,2,2,2,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8366,Tunisian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,3298,3372,3184,3354,2624,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8367,Moroccan Exclusive Economic Zone,1018707,bathytoshia lata,FISH,2809,2374,2089,2281,1842,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8368,Overlapping claim Western Sahara: Western Sahara / Morocco,1018707,bathytoshia lata,FISH,607,603,647,563,693,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8369,Mauritanian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,203,74,38,67,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8370,Gambian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,101,86,3,72,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8371,Senegalese Exclusive Economic Zone,1018707,bathytoshia lata,FISH,405,306,9,271,1,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8372,Libyan Exclusive Economic Zone,1018707,bathytoshia lata,FISH,3770,3538,3285,3589,2931,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8373,Syrian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,42,38,37,38,26,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8374,Lebanese Exclusive Economic Zone,1018707,bathytoshia lata,FISH,53,55,40,53,27,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8375,Israeli Exclusive Economic Zone,1018707,bathytoshia lata,FISH,140,123,95,112,63,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8376,Cypriote Exclusive Economic Zone,1018707,bathytoshia lata,FISH,171,147,136,142,86,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8378,Algerian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,490,459,433,450,337,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8390,Sierra Leonean Exclusive Economic Zone,1018707,bathytoshia lata,FISH,243,128,39,127,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8391,Liberian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,173,105,55,98,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8392,Togolese Exclusive Economic Zone,1018707,bathytoshia lata,FISH,22,6,NA,5,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8393,Beninese Exclusive Economic Zone,1018707,bathytoshia lata,FISH,58,21,NA,21,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8394,Congolese (Republic of) Exclusive Economic Zone,1018707,bathytoshia lata,FISH,89,74,54,65,40,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8395,Namibian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,225,271,213,284,359,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8396,South African Exclusive Economic Zone,1018707,bathytoshia lata,FISH,5384,5307,5314,5214,5688,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8397,São Toméan Exclusive Economic Zone,1018707,bathytoshia lata,FISH,36,36,17,37,28,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8398,Equatorial Guinean Exclusive Economic Zone,1018707,bathytoshia lata,FISH,218,68,63,83,61,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8400,Ghanaian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,367,97,NA,87,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8452,United States Exclusive Economic Zone (Johnston Atoll),1018707,bathytoshia lata,FISH,1,1,1,1,1,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8453,United States Exclusive Economic Zone (Hawaii),1018707,bathytoshia lata,FISH,596,545,439,450,184,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8455,New Zealand Exclusive Economic Zone,1018707,bathytoshia lata,FISH,14512,15802,16083,15669,16832,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8468,Qatari Exclusive Economic Zone,1018707,bathytoshia lata,FISH,298,193,132,143,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8469,Iranian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,2707,1843,851,1173,16,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8471,Bissau-Guinean Exclusive Economic Zone,1018707,bathytoshia lata,FISH,327,142,NA,103,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8472,Guinean Exclusive Economic Zone,1018707,bathytoshia lata,FISH,800,291,1,218,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8473,Ivorian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,170,97,24,88,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8474,Nigerian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,547,241,162,258,80,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8475,Cameroonian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,135,83,63,81,65,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8476,Gabonese Exclusive Economic Zone,1018707,bathytoshia lata,FISH,746,462,387,459,250,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8477,Congolese (Democratic Republic of) Exclusive Economic Zone,1018707,bathytoshia lata,FISH,21,16,14,16,3,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8478,Angolan Exclusive Economic Zone,1018707,bathytoshia lata,FISH,545,436,273,438,180,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8480,Indian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,1220,335,164,300,77,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8484,Vietnamese Exclusive Economic Zone,1018707,bathytoshia lata,FISH,11,NA,NA,NA,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8486,Chinese Exclusive Economic Zone,1018707,bathytoshia lata,FISH,407,22,NA,8,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8487,Japanese Exclusive Economic Zone,1018707,bathytoshia lata,FISH,1561,885,566,749,72,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8490,Egyptian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,1751,1504,1230,1403,576,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8491,Jordanian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,1,1,1,1,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8492,Indonesian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,2268,1003,593,928,359,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8758,Timorese Exclusive Economic Zone,1018707,bathytoshia lata,FISH,63,33,16,24,3,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
21788,British Exclusive Economic Zone (Guernsey),1018707,bathytoshia lata,FISH,178,183,85,185,11,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
21789,British Exclusive Economic Zone (Jersey),1018707,bathytoshia lata,FISH,115,95,29,113,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
21796,Joint regime area: South Korea / Japan,1018707,bathytoshia lata,FISH,1,NA,NA,NA,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
26582,Overlapping claim Halaib Triangle: Sudan / Egypt,1018707,bathytoshia lata,FISH,43,5,NA,1,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
48947,"Overlapping claim Abu musa, Greater and Lesser Tunb: United Arab Emirates / Iran",1018707,bathytoshia lata,FISH,181,113,11,53,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
48953,Palestinian Exclusive Economic Zone,1018707,bathytoshia lata,FISH,34,36,23,34,11,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
48954,Overlapping claim Senkaku Islands: Taiwan / Japan / China,1018707,bathytoshia lata,FISH,660,252,9,137,2,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
48997,Overlapping claim Chafarinas Islands: Spain / Morocco,1018707,bathytoshia lata,FISH,2,2,2,2,1,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
50167,Joint regime area: Croatia / Slovenia,1018707,bathytoshia lata,FISH,4,4,NA,2,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
64430,Overlapping claim: Egypt / Libya,1018707,bathytoshia lata,FISH,1,1,NA,1,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
64446,British Exclusive Economic Zone (Isle of Man),1018707,bathytoshia lata,FISH,43,NA,NA,NA,NA,bathytoshia lata,104071039,Vulnerable,VU,Decreasing,1
8308,Australian Exclusive Economic Zone (Cocos Islands),1019891,pastinachus ater,FISH,11,11,8,9,8,pastinachus ater,70682232,Vulnerable,VU,Decreasing,1
8309,Australian Exclusive Economic Zone (Christmas Island),1019891,pastinachus ater,FISH,4,4,4,4,4,pastinachus ater,70682232,Vulnerable,VU,Decreasing,1
8310,Australian Exclusive Economic Zone (Norfolk Island),1019891,pastinachus ater,FISH,95,105,120,114,147,pastinachus ater,70682232,Vulnerable,VU,Decreasing,1
8312,French Exclusive Economic Zone (New Caledonia),1019891,pastinachus ater,FISH,1788,1902,1939,1920,1931,pastinachus ater,70682232,Vulnerable,VU,Decreasing,1
8313,Vanuatuan Exclusive Economic Zone,1019891,pastinachus ater,FISH,306,308,311,312,315,pastinachus ater,70682232,Vulnerable,VU,Decreasing,1
8314,Solomon Islands Exclusive Economic Zone,1019891,pastinachus ater,FISH,955,909,897,911,926,pastinachus ater,70682232,Vulnerable,VU,Decreasing,1
8315,Palauan Exclusive Economic Zone,1019891,pastinachus ater,FISH,86,69,86,74,68,pastinachus ater,70682232,Vulnerable,VU,Decreasing,1
8316,Micronesian Exclusive Economic Zone,1019891,pastinachus ater,FISH,586,499,550,535,486,pastinachus ater,70682232,Vulnerable,VU,Decreasing,1
8321,Overlapping claim Taiwan: Taiwan / China,1019891,pastinachus ater,FISH,2248,2247,1985,2281,1480,pastinachus ater,70682232,Vulnerable,VU,Decreasing,1
8322,Philippine Exclusive Economic Zone,1019891,pastinachus ater,FISH,7934,6990,6266,6872,6120,pastinachus ater,70682232,Vulnerable,VU,Decreasing,1
